id_client,idade,salario_anual,num_contas,num_cartoes,juros_emprestimo,num_emprestimos,dias_atraso,num_pagamentos_atrasados,num_verificacoes_credito,divida_total,taxa_uso_credito,idade_historico_credito,investimento_mensal,saldo_final_mes,profissao,mix_credito,comportamento_pagamento,score_credito
32477,52.25,22246.44,4.0,6.0,20.0,2.0,25.125,15.125,3.0,8.2,30.55,266.5,18.772,337.124,jornalista,Normal,alto_gasto_pagamento_alto,Standard
29130,44.125,20062.49,10.0,5.0,18.0,7.0,45.75,24.625,10.25,3212.49,34.36,142.5,31.774,263.006,gerente_midia,Ruim,baixo_gasto_pagamento_baixo,Poor
32205,47.75,140731.72,8.0,6.0,11.0,3.0,30.25,17.25,2.375,125.46,32.898,254.625,147.861,616.337,gerente,Normal,baixo_gasto_pagamento_medio,Good
15560,44.0,32632.16,6.0,9.0,25.0,2.0,39.25,24.75,7.0,1309.09,31.283,181.5,34.469,396.514,arquiteto,Ruim,alto_gasto_pagamento_baixos,Poor
44981,16.5,50104.05,4.0,5.0,34.0,2.0,26.75,13.625,10.0,1637.92,31.012,230.625,51.186,447.886,jornalista,Normal,alto_gasto_pagamento_alto,Poor
17882,26.0,9045.635,7.0,7.0,19.0,7.0,46.0,15.625,11.25,3098.74,30.9,140.5,24.214,273.769,contador,Ruim,baixo_gasto_pagamento_baixo,Standard
31391,26.75,62848.74,10.0,6.0,20.0,6.0,27.125,22.375,9.25,4623.69,31.666,32.5,51.153,311.209,cientista,Ruim,alto_gasto_pagamento_alto,Poor
22936,47.5,33683.38,8.0,6.0,9.0,4.0,18.75,19.75,3.0,622.08,28.224,396.5,24.075,320.918,professor,Bom,baixo_gasto_pagamento_alto,Good
24845,49.0,130130.8,8.0,6.0,16.0,1.0,21.0,20.375,0.0,473.56,32.849,313.5,98.156,743.09,gerente,Normal,alto_gasto_pagamento_alto,Standard
41710,20.25,9921.775,7.0,9.0,26.0,8.0,57.25,18.625,11.625,4703.9,30.337,152.5,11.777,250.09,medico,Ruim,baixo_gasto_pagamento_baixo,Poor
48134,21.625,9446.245,6.0,7.0,9.0,7.0,22.0,14.875,8.0,1689.51,32.691,230.5,28.294,279.471,escritor,Normal,alto_gasto_pagamento_baixos,Poor
34406,29.25,19599.81,6.0,7.0,31.0,5.0,20.0,19.25,7.0,1825.52,30.774,180.5,29.065,323.709,engenheiro,Normal,baixo_gasto_pagamento_baixo,Poor
24422,27.625,17417.6,9.0,10.0,25.0,9.0,29.5,22.875,12.5,4837.96,31.902,72.5,21.993,251.845,contador,Ruim,baixo_gasto_pagamento_baixo,Standard
2709,25.375,24098.63,5.0,3.0,16.0,4.0,29.75,8.125,0.0,560.58,32.967,264.5,40.59,324.202,mecanico,Normal,alto_gasto_pagamento_medio,Standard
21565,24.0,27372.59,8.0,7.0,11.0,0.0,13.75,15.875,1.0,1131.86,36.3,262.5,22.773,355.753,gerente,Normal,baixo_gasto_pagamento_baixo,Standard
8928,42.5,17393.16,7.0,8.0,23.0,7.0,19.25,22.875,7.25,1396.22,32.619,185.5,30.959,235.997,contador,Ruim,baixo_gasto_pagamento_medio,Poor
38931,35.375,89722.4,2.0,5.0,5.0,2.0,2.375,7.25,5.5,1071.85,34.334,197.5,56.376,683.873,contador,Bom,alto_gasto_pagamento_alto,Good
20042,49.0,86186.37,7.0,3.0,10.0,3.0,28.625,10.25,3.25,524.53,28.831,185.5,83.284,517.643,escritor,Normal,baixo_gasto_pagamento_medio,Standard
28185,38.0,16421.94,7.0,3.0,21.0,5.0,4.0,16.125,8.875,2450.88,32.031,96.5,28.04,298.244,mecanico,Normal,baixo_gasto_pagamento_baixo,Poor
5177,23.0,102383.19,6.0,5.0,17.0,4.0,29.0,16.0,9.375,1407.61,33.283,292.5,132.538,653.814,gerente_midia,Normal,alto_gasto_pagamento_alto,Standard
1071,43.0,36366.68,5.0,4.0,13.0,2.0,16.25,18.5,4.0,484.73,29.792,386.5,47.55,382.795,engenheiro,Normal,alto_gasto_pagamento_medio,Standard
14061,32.25,28452.8,10.0,8.0,21.0,5.0,57.625,20.0,12.125,1909.79,31.996,218.5,32.694,274.443,desenvolvedor,Ruim,baixo_gasto_pagamento_baixo,Poor
16195,17.0,19040.44,6.0,5.0,5.0,7.0,15.5,8.375,7.0,2492.06,31.585,100.5,32.401,257.905,arquiteto,Normal,alto_gasto_pagamento_baixos,Poor
27821,37.625,47291.79,10.0,6.0,28.0,8.0,37.875,23.125,8.0,3148.34,29.667,154.5,104.668,209.721,professor,Ruim,alto_gasto_pagamento_medio,Standard
45468,35.125,15377.55,3.0,4.0,5.0,3.0,2.125,9.25,6.5,678.99,28.779,335.5,29.215,300.682,mecanico,Bom,baixo_gasto_pagamento_baixo,Good
17156,46.75,57728.22,4.0,6.0,8.0,4.0,23.875,9.0,3.0,167.02,32.773,235.5,37.303,330.969,professor,Bom,baixo_gasto_pagamento_baixo,Good
32976,45.0,8053.37,6.0,5.0,6.0,5.0,13.5,17.625,7.0,886.98,31.313,132.5,0.0,276.591,engenheiro,Normal,baixo_gasto_pagamento_baixo,Standard
42801,39.625,16724.455,4.0,4.0,11.0,0.0,14.625,5.375,0.625,139.33,29.624,389.625,22.478,348.843,arquiteto,Bom,baixo_gasto_pagamento_medio,Good
16634,21.0,20417.43,4.0,1.0,10.0,2.0,13.625,8.75,3.75,312.66,35.619,257.5,50.936,312.7,gerente,Bom,baixo_gasto_pagamento_alto,Standard
32579,29.5,16598.74,7.0,6.0,31.0,5.0,8.625,13.125,10.5,1689.33,29.679,88.5,75.243,247.073,mecanico,Normal,baixo_gasto_pagamento_medio,Poor
19393,45.0,62565.6,8.0,8.0,24.0,4.0,17.375,20.875,8.0,1401.39,32.82,178.5,78.674,402.906,desenvolvedor,Ruim,alto_gasto_pagamento_medio,Poor
32682,34.75,87671.6,7.0,3.0,12.0,4.0,8.375,13.75,10.0,1375.37,32.353,169.625,61.33,597.507,medico,Normal,alto_gasto_pagamento_medio,Standard
11092,24.875,21339.42,7.0,7.0,20.0,0.0,4.625,20.25,4.75,570.25,30.823,396.5,24.134,335.123,mecanico,Normal,baixo_gasto_pagamento_baixo,Poor
46551,21.875,58053.27,6.0,8.0,28.0,7.0,19.5,22.0,12.5,3771.12,30.783,74.625,92.662,293.993,advogado,Ruim,alto_gasto_pagamento_baixos,Standard
18216,43.375,31356.66,10.0,9.0,25.0,7.0,28.625,21.625,6.0,3244.97,34.556,50.5,18.568,269.98,contador,Ruim,alto_gasto_pagamento_medio,Poor
1796,41.25,18157.03,5.0,5.0,20.0,4.0,8.75,13.25,0.0,762.58,31.807,313.5,22.451,342.919,gerente,Normal,alto_gasto_pagamento_medio,Standard
35738,38.75,29220.83,2.0,2.0,12.0,4.0,7.5,6.875,3.25,1051.51,28.471,338.5,55.739,324.834,musico,Bom,baixo_gasto_pagamento_baixo,Good
43695,34.0,16173.51,8.0,6.0,17.0,2.0,16.5,17.75,8.5,751.55,30.12,71.5,20.237,305.977,mecanico,Normal,baixo_gasto_pagamento_medio,Standard
41267,52.875,19740.445,1.0,5.0,1.0,1.0,4.25,6.875,0.0,23.2,33.903,299.5,30.735,315.35,contador,Bom,baixo_gasto_pagamento_baixo,Good
1592,45.375,54622.5,8.0,9.0,23.0,7.0,19.875,18.25,15.75,3445.84,31.364,77.5,43.607,334.303,desenvolvedor,Ruim,alto_gasto_pagamento_baixos,Standard
33768,26.0,30377.05,6.0,5.0,10.0,1.0,26.0,14.875,2.375,1435.2,31.891,354.5,39.73,418.485,engenheiro,Normal,alto_gasto_pagamento_medio,Standard
37180,51.875,29060.32,8.0,5.0,9.0,4.0,9.875,14.75,3.0,865.12,29.448,235.5,19.63,264.983,gerente_midia,Normal,baixo_gasto_pagamento_alto,Standard
12042,34.125,83989.44,7.0,7.0,19.0,7.0,58.25,10.75,11.0,1926.7,35.294,184.5,105.661,387.71,arquiteto,Normal,alto_gasto_pagamento_alto,Poor
1006,37.875,16756.18,9.0,6.0,22.0,2.0,48.0,11.75,8.0,1941.73,31.727,185.5,45.301,314.627,jornalista,Normal,baixo_gasto_pagamento_baixo,Poor
49818,21.0,33337.84,9.0,9.0,24.0,7.0,44.375,23.75,12.75,3652.25,32.236,78.5,71.794,299.06,engenheiro,Ruim,alto_gasto_pagamento_baixos,Poor
19763,42.0,80264.88,6.0,5.0,31.0,4.0,37.625,23.875,12.75,1522.85,30.667,79.5,76.277,430.204,cientista,Ruim,alto_gasto_pagamento_baixos,Standard
47516,32.0,97338.21,8.0,6.0,16.0,4.0,9.75,9.375,2.0,1052.21,34.53,344.5,71.431,540.91,escritor,Normal,alto_gasto_pagamento_alto,Standard
24922,33.0,40591.74,5.0,5.0,16.0,4.0,22.0,12.875,4.0,278.43,32.559,229.5,21.032,363.821,musico,Normal,baixo_gasto_pagamento_alto,Standard
19297,21.0,69506.16,8.0,6.0,17.0,1.0,15.375,17.125,4.0,460.46,33.851,194.5,41.289,634.862,professor,Normal,alto_gasto_pagamento_medio,Standard
22565,42.5,18623.23,7.0,6.0,16.0,6.0,17.375,19.0,7.5,1932.49,30.233,172.5,35.775,288.819,gerente_midia,Ruim,baixo_gasto_pagamento_baixo,Poor
44043,34.75,117946.44,4.0,5.0,1.0,3.0,4.125,0.0,0.0,573.65,32.63,305.5,83.304,644.08,desenvolvedor,Bom,alto_gasto_pagamento_alto,Good
47619,44.875,51548.56,8.0,5.0,8.0,4.0,30.125,8.125,6.0,382.14,34.315,192.5,64.305,378.728,desenvolvedor,Normal,alto_gasto_pagamento_baixos,Standard
48079,36.0,49187.07,6.0,6.0,25.0,6.0,26.625,12.125,7.0,1357.26,32.166,208.5,63.578,254.337,gerente_midia,Normal,alto_gasto_pagamento_baixos,Poor
31717,37.0,7330.945,6.0,10.0,33.0,9.0,54.0,18.5,10.0,4401.57,32.842,169.5,17.03,260.799,contador,Ruim,baixo_gasto_pagamento_baixo,Poor
32721,29.0,58194.33,5.0,7.0,20.0,5.0,25.375,18.375,4.0,1208.38,33.802,114.5,122.48,305.148,desenvolvedor,Normal,alto_gasto_pagamento_baixos,Standard
5136,43.0,96882.93,5.0,6.0,6.0,1.0,5.125,1.25,3.75,355.41,35.462,370.5,56.052,695.956,professor,Bom,alto_gasto_pagamento_alto,Poor
49218,31.0,124683.72,5.0,6.0,8.0,7.0,24.75,8.5,10.0,318.37,30.99,169.5,93.298,291.826,arquiteto,Normal,alto_gasto_pagamento_alto,Standard
24372,18.375,125385.88,2.0,5.0,5.0,4.0,14.625,2.375,2.5,1268.57,34.202,298.5,168.868,499.713,escritor,Bom,baixo_gasto_pagamento_medio,Standard
27608,41.75,90429.99,0.0,2.0,10.0,1.0,0.875,2.125,4.0,1127.26,34.141,372.5,60.349,559.749,medico,Bom,alto_gasto_pagamento_alto,Good
17385,22.875,16674.26,6.0,6.0,6.0,4.0,7.75,20.375,11.75,2187.49,33.587,214.5,0.0,299.833,escritor,Normal,baixo_gasto_pagamento_medio,Poor
12990,42.0,178088.4,5.0,4.0,11.0,3.0,22.875,9.75,0.0,676.1,33.331,222.625,132.711,509.161,medico,Bom,alto_gasto_pagamento_alto,Standard
14404,20.0,133068.44,4.0,3.0,6.0,3.0,14.375,8.0,3.875,940.98,34.549,286.5,110.289,628.427,contador,Bom,baixo_gasto_pagamento_medio,Good
34863,20.0,38847.8,7.0,7.0,25.0,7.0,56.875,19.5,8.0,3401.56,31.726,82.5,72.437,317.239,engenheiro,Ruim,alto_gasto_pagamento_medio,Standard
33269,14.0,35626.75,4.0,7.0,13.0,3.0,11.125,9.0,6.75,1200.59,29.439,212.5,24.148,312.168,engenheiro,Normal,baixo_gasto_pagamento_alto,Standard
3285,35.0,20302.59,6.0,5.0,17.0,6.0,26.25,25.0,10.625,4828.75,33.802,114.5,14.331,320.055,cientista,Ruim,alto_gasto_pagamento_alto,Poor
13623,29.875,42541.92,6.0,5.0,7.0,5.0,7.5,10.875,5.0,240.24,32.661,156.5,22.628,305.172,desenvolvedor,Normal,alto_gasto_pagamento_alto,Standard
1048,32.0,14924.12,8.0,7.0,16.0,2.0,6.875,19.5,7.0,22.71,32.431,133.5,21.904,304.991,cientista,Normal,baixo_gasto_pagamento_baixo,Standard
2566,38.875,36791.9,6.0,7.0,20.0,3.0,25.75,19.25,3.75,145.6,32.376,284.5,30.62,311.747,desenvolvedor,Normal,alto_gasto_pagamento_medio,Standard
24794,45.0,22517.1,3.0,5.0,6.0,0.0,8.25,20.25,4.0,729.74,33.308,196.5,45.055,344.313,escritor,Normal,baixo_gasto_pagamento_baixo,Standard
1454,15.0,47752.38,8.0,6.0,28.0,6.0,21.0,17.125,12.5,1801.77,32.847,198.5,47.623,271.701,musico,Normal,baixo_gasto_pagamento_baixo,Poor
36502,43.0,15225.99,8.0,6.0,21.0,3.0,30.5,17.75,10.5,2103.91,32.113,134.5,17.421,299.068,gerente,Ruim,baixo_gasto_pagamento_medio,Poor
24191,30.25,79413.04,10.0,10.0,21.0,3.0,39.25,20.0,11.0,2367.11,33.857,142.5,147.988,363.372,desenvolvedor,Ruim,baixo_gasto_pagamento_medio,Poor
25615,29.75,16361.9,6.0,9.0,31.0,8.0,44.75,18.5,6.0,4949.89,29.887,49.5,25.702,227.107,musico,Ruim,baixo_gasto_pagamento_baixo,Poor
2221,41.0,37840.48,3.0,3.0,12.0,1.0,4.0,0.25,1.0,120.49,29.946,204.5,25.514,462.831,cientista,Bom,alto_gasto_pagamento_baixos,Standard
29037,53.75,57652.54,0.0,7.0,5.0,1.0,12.0,0.0,1.875,1401.5,30.017,365.625,67.352,410.086,musico,Bom,baixo_gasto_pagamento_baixo,Good
27551,41.0,8446.315,9.0,6.0,18.0,6.0,19.0,12.25,10.25,1291.0,31.221,113.5,23.788,267.368,jornalista,Normal,baixo_gasto_pagamento_baixo,Poor
45309,31.0,10250.2,7.0,4.0,19.0,4.0,20.625,17.0,6.125,1437.24,32.377,102.5,12.944,276.216,arquiteto,Normal,baixo_gasto_pagamento_alto,Poor
17960,23.0,155955.8,5.0,3.0,2.0,2.0,1.625,5.25,3.0,233.93,34.818,286.5,87.786,819.859,gerente,Bom,alto_gasto_pagamento_medio,Good
31951,14.25,14547.7,8.875,9.875,26.0,7.0,42.125,16.25,7.375,4499.91,29.724,52.5,13.59,226.625,gerente_midia,Ruim,alto_gasto_pagamento_medio,Poor
1493,31.0,15067.08,7.0,5.0,16.0,5.0,22.375,16.375,9.0,3980.49,29.817,168.5,34.142,257.399,medico,Ruim,baixo_gasto_pagamento_baixo,Standard
22764,21.0,110110.04,8.0,4.0,12.0,4.0,14.5,14.875,2.625,1495.41,34.266,208.5,62.265,574.246,professor,Bom,alto_gasto_pagamento_medio,Good
18954,37.125,17568.98,7.0,6.0,27.0,8.0,43.5,21.75,9.0,2551.73,34.831,126.5,20.404,262.652,arquiteto,Ruim,alto_gasto_pagamento_medio,Standard
9992,27.625,40078.08,0.0,6.0,7.0,0.0,2.375,2.875,5.0,649.84,30.419,368.5,37.985,460.999,cientista,Bom,alto_gasto_pagamento_medio,Poor
14302,34.375,37822.18,7.0,8.0,34.0,9.0,29.625,22.125,9.0,3805.47,29.504,139.5,47.448,278.456,desenvolvedor,Ruim,baixo_gasto_pagamento_baixo,Poor
30163,36.0,17604.075,7.0,7.0,13.0,3.0,6.0,15.25,4.125,353.62,31.792,301.5,13.207,286.55,arquiteto,Normal,baixo_gasto_pagamento_baixo,Standard
21243,43.625,15985.41,7.0,3.0,17.0,7.0,22.25,17.125,10.25,1325.27,32.176,222.5,34.867,258.005,jornalista,Normal,baixo_gasto_pagamento_baixo,Poor
30235,51.0,25795.66,5.0,7.0,9.0,0.0,28.25,19.625,2.5,777.94,33.029,356.5,25.916,334.716,desenvolvedor,Normal,alto_gasto_pagamento_medio,Good
12779,50.5,35991.91,3.0,4.0,3.0,3.0,8.5,2.375,2.25,792.73,29.989,200.5,55.736,352.636,professor,Bom,baixo_gasto_pagamento_baixo,Good
16534,26.0,46036.35,6.0,6.0,19.0,5.0,53.125,16.375,8.0,2576.0,30.359,176.5,41.277,327.656,desenvolvedor,Ruim,baixo_gasto_pagamento_baixo,Poor
31449,29.125,69082.12,3.0,3.0,33.0,3.0,11.125,13.0,6.0,1467.48,28.342,132.5,48.374,401.24,cientista,Normal,baixo_gasto_pagamento_baixo,Standard
45757,29.0,35566.44,6.0,8.0,32.0,6.0,15.25,11.125,10.75,2203.49,29.477,96.5,77.319,221.811,escritor,Normal,alto_gasto_pagamento_medio,Poor
35859,35.875,59961.82,5.0,1.0,7.0,3.0,14.375,1.75,5.375,91.38,35.256,355.5,86.629,500.128,professor,Bom,alto_gasto_pagamento_alto,Good
7927,32.0,20316.57,3.0,8.0,24.0,3.0,20.375,14.625,9.5,2584.09,33.819,98.5,17.214,313.051,engenheiro,Normal,alto_gasto_pagamento_medio,Poor
39988,34.75,17680.79,9.0,7.0,23.0,5.0,36.25,23.75,7.875,4894.42,30.401,80.5,13.978,245.617,medico,Ruim,baixo_gasto_pagamento_baixo,Poor
23527,25.0,32382.37,4.0,7.0,5.0,2.0,14.875,14.25,4.0,626.47,31.91,355.5,40.482,353.866,engenheiro,Normal,baixo_gasto_pagamento_alto,Standard
38427,19.5,32186.31,4.0,1.0,2.0,1.0,16.375,9.875,2.0,305.84,30.265,326.5,43.992,413.193,professor,Bom,alto_gasto_pagamento_medio,Good
8466,32.0,46586.31,6.0,4.0,6.0,6.0,11.375,16.625,5.0,1787.16,33.834,222.5,67.687,292.406,escritor,Normal,alto_gasto_pagamento_alto,Standard
26227,31.0,59050.48,8.0,8.0,28.0,9.0,56.0,23.875,10.0,4283.98,31.764,26.5,62.958,208.294,empresario,Ruim,baixo_gasto_pagamento_baixo,Standard
8006,48.25,23079.29,3.0,5.0,8.0,3.0,6.75,13.75,5.375,850.79,32.215,317.5,23.976,280.344,advogado,Bom,baixo_gasto_pagamento_alto,Good
18007,22.5,22119.355,2.0,7.0,11.0,2.0,0.375,0.625,1.5,1111.07,31.782,318.5,53.487,300.718,jornalista,Bom,baixo_gasto_pagamento_baixo,Good
18759,25.0,44248.14,9.0,7.0,31.0,6.0,37.875,17.0,7.125,1857.47,33.025,134.5,72.561,287.267,arquiteto,Ruim,alto_gasto_pagamento_alto,Poor
5256,38.5,7468.77,8.0,8.0,29.0,9.0,59.625,24.0,11.75,2550.65,32.07,162.625,0.0,246.785,empresario,Ruim,baixo_gasto_pagamento_baixo,Poor
37768,29.0,24208.83,7.0,4.0,13.0,3.0,29.875,20.0,4.75,873.13,31.653,394.5,13.659,292.802,musico,Normal,baixo_gasto_pagamento_baixo,Standard
34215,24.875,41504.48,2.0,7.0,5.0,4.0,1.0,2.625,3.0,731.25,33.488,347.5,37.083,304.997,cientista,Bom,baixo_gasto_pagamento_baixo,Poor
32224,32.125,42326.99,0.0,2.0,4.0,4.0,8.375,10.125,3.5,1233.0,31.943,218.5,37.23,344.788,escritor,Bom,alto_gasto_pagamento_medio,Good
44996,18.75,19092.79,10.0,8.0,19.0,7.0,43.125,16.25,9.0,1445.08,31.551,128.5,22.078,268.55,advogado,Ruim,alto_gasto_pagamento_alto,Poor
11084,35.0,37570.83,2.375,2.375,7.0,0.0,11.125,10.75,1.5,1194.37,34.458,337.5,113.191,317.62,cientista,Bom,baixo_gasto_pagamento_medio,Good
24777,33.375,76443.15,3.0,7.0,17.0,3.0,8.5,14.5,0.0,1318.4,32.411,396.5,87.99,481.773,gerente,Normal,alto_gasto_pagamento_alto,Standard
39945,21.875,19296.415,1.0,5.0,12.0,3.0,2.25,11.0,2.25,1278.11,32.183,362.5,21.361,302.88,advogado,Bom,baixo_gasto_pagamento_baixo,Standard
32175,43.5,13613.385,7.0,6.0,11.0,0.0,4.375,16.875,5.0,506.93,31.316,203.5,0.0,298.874,professor,Normal,baixo_gasto_pagamento_baixo,Standard
23655,31.375,38103.74,8.0,7.0,16.0,0.0,7.375,8.625,4.0,129.64,34.533,388.5,33.985,454.601,contador,Normal,alto_gasto_pagamento_medio,Poor
44728,42.0,67426.82,4.0,6.0,5.0,5.0,18.5,9.25,7.0,671.39,31.469,157.5,121.709,406.462,musico,Normal,alto_gasto_pagamento_medio,Standard
14075,31.75,20501.67,6.0,7.0,17.0,8.0,47.375,15.625,12.0,3373.13,31.988,109.5,29.992,245.411,advogado,Ruim,baixo_gasto_pagamento_alto,Poor
4283,35.0,60830.92,0.0,1.0,11.0,4.0,14.0,3.375,0.0,133.63,32.235,282.5,66.084,408.352,jornalista,Bom,alto_gasto_pagamento_alto,Good
16902,23.125,17188.14,6.0,9.0,16.0,6.0,56.0,20.25,7.0,1751.34,33.519,89.5,46.163,245.681,empresario,Ruim,baixo_gasto_pagamento_baixo,Poor
17758,43.125,21759.54,3.0,4.0,11.0,1.0,16.125,16.0,2.0,1218.27,32.528,283.625,28.092,315.536,professor,Normal,alto_gasto_pagamento_baixos,Poor
19361,15.0,70705.88,6.0,9.0,16.0,6.0,21.5,15.125,7.5,2207.69,31.779,161.5,49.42,326.024,engenheiro,Normal,alto_gasto_pagamento_alto,Poor
25695,30.375,20415.52,7.0,6.0,27.0,5.0,61.25,13.75,9.0,2590.01,30.036,149.5,22.166,281.335,desenvolvedor,Normal,baixo_gasto_pagamento_alto,Poor
14458,21.0,18707.73,10.0,9.0,28.0,4.0,60.5,18.5,7.5,1362.32,29.516,229.625,14.373,300.042,arquiteto,Ruim,alto_gasto_pagamento_alto,Poor
33648,35.375,20915.43,9.0,8.0,21.0,2.0,28.25,15.625,6.0,2186.19,32.134,131.5,84.081,279.853,jornalista,Ruim,baixo_gasto_pagamento_baixo,Poor
33501,19.875,16397.44,2.0,1.0,1.0,1.0,14.0,7.625,3.0,804.67,33.293,386.5,14.285,292.534,mecanico,Bom,baixo_gasto_pagamento_baixo,Good
11915,45.75,138154.96,5.0,2.0,8.0,3.0,15.0,8.875,4.0,1251.9,33.189,334.5,174.108,644.534,medico,Bom,baixo_gasto_pagamento_medio,Standard
16307,29.0,119568.15,0.0,4.0,1.0,3.0,11.5,11.0,0.0,451.46,35.541,275.5,121.87,655.077,mecanico,Bom,alto_gasto_pagamento_medio,Poor
1424,42.875,63539.56,8.0,7.0,15.0,2.0,20.5,17.625,10.5,2638.22,34.482,199.5,51.873,508.463,jornalista,Ruim,alto_gasto_pagamento_alto,Poor
7557,33.0,19455.49,7.0,3.0,20.0,2.0,15.125,18.5,7.0,1427.03,33.61,149.5,55.635,292.723,engenheiro,Normal,baixo_gasto_pagamento_baixo,Standard
14784,30.25,62546.8,5.0,6.0,8.0,2.0,7.875,17.875,2.5,1146.47,29.242,227.5,62.009,454.278,contador,Bom,alto_gasto_pagamento_baixos,Poor
18961,20.0,67825.23,6.0,4.0,15.0,0.0,18.75,7.375,9.5,148.04,31.023,209.5,40.311,626.884,arquiteto,Normal,alto_gasto_pagamento_alto,Standard
41914,38.375,60082.77,8.0,5.0,15.0,6.0,51.625,19.625,7.0,3040.88,31.088,78.5,61.007,273.554,cientista,Ruim,baixo_gasto_pagamento_baixo,Poor
12733,21.0,56122.68,10.0,8.0,31.0,4.0,38.0,19.625,10.375,1274.63,37.004,179.5,37.626,417.432,engenheiro,Normal,alto_gasto_pagamento_baixos,Standard
20814,23.375,15331.52,10.0,7.0,34.0,5.0,61.0,18.75,12.0,2097.85,29.563,110.5,36.294,261.841,professor,Ruim,baixo_gasto_pagamento_baixo,Poor
19809,39.0,33749.25,5.0,7.0,3.0,2.0,20.875,13.125,1.5,753.63,31.801,299.5,20.813,357.805,mecanico,Bom,baixo_gasto_pagamento_alto,Good
30882,24.625,50528.61,9.0,10.0,17.0,9.0,37.0,18.25,9.75,2664.49,33.241,156.5,50.233,185.682,gerente,Ruim,alto_gasto_pagamento_alto,Poor
35111,28.125,29758.46,5.0,6.0,8.0,3.0,27.875,17.375,4.0,817.45,34.465,323.5,58.98,276.819,gerente_midia,Normal,baixo_gasto_pagamento_baixo,Standard
3900,29.0,25355.14,8.0,4.0,12.0,3.0,8.375,8.25,2.0,172.56,32.006,186.5,14.822,315.145,empresario,Normal,baixo_gasto_pagamento_baixo,Standard
34234,45.0,29944.64,8.0,4.0,4.0,1.0,23.75,12.875,3.0,1337.15,32.808,284.5,26.971,394.482,musico,Bom,alto_gasto_pagamento_medio,Good
7830,29.0,17187.27,10.0,7.0,24.0,8.0,54.0,16.625,8.0,4962.25,32.439,56.5,15.978,252.154,gerente,Ruim,baixo_gasto_pagamento_baixo,Poor
24423,14.125,42266.3,7.0,7.0,13.0,3.0,7.875,16.125,7.0,656.02,35.96,338.5,70.657,415.025,cientista,Normal,baixo_gasto_pagamento_medio,Good
10483,34.5,56038.28,5.0,4.0,10.0,2.0,6.5,14.0,4.0,264.52,34.432,252.5,69.263,493.233,advogado,Bom,alto_gasto_pagamento_medio,Good
4682,28.0,16861.34,2.0,6.0,2.0,3.0,1.125,5.625,2.0,408.71,32.307,280.5,21.205,289.665,desenvolvedor,Bom,baixo_gasto_pagamento_baixo,Good
8483,18.5,15094.925,3.0,5.0,1.0,0.0,18.0,10.5,0.375,268.53,31.3,286.5,51.219,325.727,mecanico,Bom,baixo_gasto_pagamento_baixo,Poor
14331,33.25,35166.35,4.0,4.0,2.0,1.0,16.125,11.625,2.25,1185.57,34.196,252.5,30.284,395.81,advogado,Bom,baixo_gasto_pagamento_baixo,Good
17883,50.0,86742.32,8.0,4.0,19.0,2.0,7.875,12.0,2.0,19.11,31.574,313.625,76.679,527.562,mecanico,Normal,alto_gasto_pagamento_medio,Standard
35520,19.375,71608.12,2.0,3.0,10.0,4.0,2.375,1.625,3.125,643.24,34.39,222.5,65.027,390.521,advogado,Bom,baixo_gasto_pagamento_baixo,Good
28593,28.0,20685.51,6.0,5.0,27.0,4.0,41.875,19.0,8.0,1256.46,34.722,233.5,45.82,288.421,gerente,Ruim,baixo_gasto_pagamento_baixo,Poor
50322,35.0,21734.19,4.0,1.0,10.0,1.0,1.75,12.0,5.125,263.2,32.522,340.5,17.364,323.597,gerente,Bom,baixo_gasto_pagamento_baixo,Standard
32172,51.25,22489.25,5.0,5.0,7.0,2.0,10.5,11.25,4.25,1189.23,30.536,206.625,20.033,309.381,professor,Bom,alto_gasto_pagamento_alto,Standard
14875,42.375,16524.395,5.0,5.0,20.0,4.0,25.5,17.625,3.0,988.27,35.712,310.5,15.823,309.637,gerente,Normal,alto_gasto_pagamento_medio,Good
26006,26.625,124885.11,3.0,6.0,1.0,1.0,10.0,12.0,0.0,935.74,34.168,366.5,173.857,776.503,cientista,Bom,alto_gasto_pagamento_alto,Standard
4635,41.625,33209.27,1.0,6.0,8.0,2.0,23.625,3.5,4.0,743.65,35.793,205.5,22.098,330.702,arquiteto,Bom,baixo_gasto_pagamento_baixo,Poor
2886,32.75,16572.96,4.0,3.0,14.0,3.0,9.75,17.625,4.0,2253.31,28.47,236.5,26.077,304.655,engenheiro,Normal,baixo_gasto_pagamento_baixo,Standard
13482,25.5,20833.19,6.0,6.0,34.0,5.0,35.375,22.375,8.75,4987.19,34.308,48.625,11.778,264.174,jornalista,Ruim,baixo_gasto_pagamento_baixo,Poor
26780,40.0,19436.28,5.0,5.0,16.0,5.0,17.25,12.125,8.75,1819.46,33.534,186.5,25.705,252.759,empresario,Normal,baixo_gasto_pagamento_alto,Standard
1363,29.25,20456.35,7.0,10.0,15.0,9.0,27.125,17.625,9.0,4424.37,30.927,94.5,29.735,192.996,engenheiro,Ruim,alto_gasto_pagamento_medio,Poor
20560,36.0,28485.95,8.0,5.0,5.0,1.0,15.875,15.875,4.75,339.45,31.643,398.5,32.563,362.466,musico,Normal,alto_gasto_pagamento_baixos,Standard
38351,24.625,40105.03,2.0,6.0,4.0,1.0,3.5,4.25,3.0,618.37,32.927,325.5,48.821,396.479,escritor,Bom,baixo_gasto_pagamento_baixo,Standard
